ID,text,target,stance,stance:confidence,against_reason,favor_reason,none_reason,sarcasm,sarcasm:confidence,sentiment,sentiment:confidence,datetime,Date
101,تطعيم 💉 كوفيد ١٩.. تنظيم رائع شكرا لقيادتنا العظيمه.  شكرا وزارة الصحه  #تطعيم_كورونا ,Covid Vaccine,Favor,1,,F_Explicit,,No,1,Positive,1,2021-01-06 16:41:38+00:00,06/01/2021
103,يحظر أي إعلان عن وظائف (للرجال فقط)  لكن لا بأس أن يكون هنالك وظائف  (للنساء فقط) !  وهذا كله يتم خلال وجوب النفقة على الرجل وتغريمه 50 ألف بحال تقصيره بالنفقة على المرأة !  مقلب (المساواة) و(تمكين المرأة) أكلوه رجال الغرب قبلنا والآن يوجهون لنا كتب ومؤلفات لكن لا حياة لمن تنادي!  ,Women empowerment,Against,0.8523,A_Explicit,,,Yes,0.5847,Negative,1,2021-02-25 12:08:39+00:00,25/02/2021
104,"""تمكين المرأة السعودية"" ❌  ""سرقة الوظائف من الرجال السعوديين .....  وإعطائها للنساء السعوديات بنفس الوقت اللي الرجال السعوديين مكلفين بالنفقة والإعالة للنساء السعوديات"" ✅ ",Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2021-03-20 12:25:12+00:00,20/03/2021
105,الحريم مثل الطفل المتهوّر اللي يدخل اصبعه بفيش كهرباء ويطلع للطريق قدام السيارات  بس ما تقدر تمنعه من تهوره ومن إلحاق الضرر لنفسه وللإخرين لأن الحكومات بتمنعك من منعه وذلك بإسم (تمكين المرأة),Women empowerment,Against,0.9106,A_Explicit,,,Yes,0.7609,Negative,1,2021-04-15 20:54:35+00:00,15/04/2021
106, منصة ثروه بدعم من وزارة   وهي احدى استثمارات    وبادارة عمانية تحمل مستقبلا واعدا بالسلطنة  التحول الالكتروني بجميع القطاعات يسهل الكثير من العمل والجهد والوقت.  ولا ننسى ان هذه المنصه كذلك ساهمت بتوفير بعض الوظائف لل,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.8081,2020-05-13 12:47:39+00:00,13/05/2020
107,"#لا_للتطعيم_الاجباري38  ترامب: ""توقفوا عن تطعيم الشباب"". كورونا COVID19 TRUMP URL",Covid Vaccine,Against,1,A_Explicit,,,No,1,Negative,0.7942,2021-06-21 01:56:18+00:00,21/06/2021
108,#متضرري_اللقاح   طيار الخطوط الجوية التجارية يصور تورم الدماغ ولا يمكنه الطيران بعد لقاح فايزر‼️  #لا_للتطعيم_الاجباري  #لا_تقول_ما_دريت  #الجرعة_الثالثة  #الجرعة_التنشيطية  #الحرية_الطبية URL,Covid Vaccine,Against,1,A_Explicit,,,No,1,Negative,0.8748,2021-11-04 18:31:37+00:00,04/11/2021
109, مايبيله تفكير ... اسبابه تطعيم كورونا بلا شك جعلت الناس لديها نفس اجرامي وبلا شعور .. والقادم اسوى,Covid Vaccine,Against,1,A_Explicit,,,No,1,Negative,1,2022-04-09 18:10:25+00:00,09/04/2022
111,   وربي انك معلق على٢٠٠٠  تمكين المرأة هذا اعظم شيء حدث ونشوف يابو كفاءة اغلب الوظائف اللي للجنسين تكون فيها خبرتكم اقل لعل وعسى تنقبلون بينما التنافس للنساء اعلى فالله يعينك ع قلك وربي يرزقك وظيفة تسكتك لان والله الحسد مو زين,Women empowerment,Favor,1,,F_Explicit,,No,0.8682,Positive,0.6159,2022-05-13 16:05:15+00:00,13/05/2022
112, طريقة بدائية … اعتقد لا تتوافق مع النظام و مع التحول الالكتروني الحاصل. هذا هو الحل الامثل. 👇 URL,Digital Transformation,Favor,0.4146,,F_Explicit,,No,1,Negative,0.7188,2021-08-27 13:54:48+00:00,27/08/2021
113, نعم الجائحة سرعت نحو التحول الإلكتروني وغيرت في سلوك المستهلكين لا شك. من الممكن الإعتماد على التجارة الإلكترونية لكن من غير الممكن استبعاد متاجر (الطوب) من المنظومة التجارية  لأسباب حيوية للغاية مثل النشاط العمراني والبطالة. الطوب والإلكتروني,Digital Transformation,Favor,0.5755,,F_Explicit,,No,1,Neutral,0.7539,2021-03-12 23:30:20+00:00,12/03/2021
114, الحمد لله هذا بالفعل هو عصر السرعة ويجب على جميع الجهات الاسراع في التحول الإلكتروني وتحقيق أهداف رؤية عمان 2040 وكلنا شركاء لتحقيق هذه الأهداف.,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.9087,2020-12-13 12:56:31+00:00,13/12/2020
115,  ذكرتني بواحد يسولف يثني على القرارت الخاصة بالنساء من التوسع في توظيفهن والسماح لهن بقيادة السيارك وغيرها وفي نفس السالفة يشتكي ويتذمر من نسبة الطلاق المرتفعة وعزوف العزاب عن الزواج وان هذا سيشكل مشكلة حقيقية  والمصيبة انه مايستوعب ان ماي,Women empowerment,Against,0.7396,A_Explicit,,,No,1,Negative,0.6096,2022-04-18 13:48:34+00:00,18/04/2022
117, مع مرور الوقت تبين أن تطعيم كورونا فاشل فاشل جدا. اصنعوا تطعيما جديدا. أو علاجا فعالا. وكفاكم تسويقا وترويجاً لهذا التطعيم أبو جرعة رابعة وخامسة!!,Covid Vaccine,Against,1,A_Explicit,,,No,1,Negative,0.7852,2021-09-07 11:18:47+00:00,07/09/2021
118,MENTION لن يقضي التطعيم على كورونا  لأنه تطعيم فاشل وضعيف,Covid Vaccine,Against,1,A_Explicit,,,No,1,Negative,1,2021-09-18 23:09:09+00:00,18/09/2021
119, اقسم بالله لن ينتهي كورونا لو يتم تطعيم جميع العالم   يجب ان نتعايش معه,Covid Vaccine,Against,0.6786,A_Explicit,,,No,1,Negative,0.8727,2021-04-21 01:56:31+00:00,21/04/2021
121, قسم بالله تطعيم الافلونزا بالمستوصف ابرك من لقاح كورونا.كله كذب استنزاف اموال الدول وحلبها.,Covid Vaccine,Against,1,A_Explicit,,,No,0.5714,Negative,1,2021-04-17 21:46:59+00:00,17/04/2021
124,   مااغيى من اللي يقول لقاح كورونا بدون تطعيم ويسجلها في توكلنا غير اللي يصدقه .. هذول نصابين ويسحبو جميع معلومات الشخص وامواله,Covid Vaccine,Against,0.5751,A_Explicit,,,No,0.805,Negative,1,2022-05-12 01:14:21+00:00,12/05/2022
125, محد طلب رأيك والدولة مستمرة في حركة تعديل وتنقيح المناهج كما أن تمكين المرأة هي أحد أهم محاور رؤية 2030 وتوظفنا وشوتنا أشباه الرجال وصيحناهم يالله رح ابك والحس دموعك في الزاوية مع باقي المنبوذين.,Women empowerment,Favor,1,,F_Explicit,,Yes,0.7763,Positive,0.7763,2020-12-21 11:45:49+00:00,21/12/2020
126,    تطعيم كورونا بدون حضور !!! وتنزل في توكلنا كمان ..,Covid Vaccine,Against,0.611,A_Explicit,,,No,0.8821,Neutral,0.7515,2022-04-18 09:05:24+00:00,18/04/2022
128,التحول الإلكتروني العظيم السائد في مجالات الدولة كافة ودبي خاصة   فمن يصل به التفكير أنه يأتي عليه وقت يعمل في منزله كما هو بمكتبه ولا حاجة لوجوده في المكتب ونسبة الإنجاز تكون مضاعفة إنه استشراف المستقبل إنه محمد بن راشد آل مكتوم العقلية الفذة .,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,1,2021-02-07 13:07:05+00:00,07/02/2021
129,#تطعيم بعد التراويح و”صفر إصابات” آخر مستجدات كورونا بمصر URL,Covid Vaccine,None,1,,,Not clear,No,0.8447,Neutral,0.8447,2022-04-08 19:57:41+00:00,08/04/2022
130,MENTION MENTION MENTION MENTION كل اللقاحات الي اخذناها واحنا صغار فشهادة التطعيم حق اوبئه سابقه معناها برضوا مؤامره؟!! تكفون بس عاد مو كل شي مؤامره ترا لقاح كورونا بعد كم سنه بيصير المواليد يأخذونها للحمايه بعد الله مثل حق شلل الاطفال والحصبه وكذا تطعيم,Covid Vaccine,Favor,0.7783,,F_Explicit,,No,1,Neutral,0.6841,2021-07-24 01:34:24+00:00,24/07/2021
131,MENTION و دام الطب قائم على الفائدة تفوق الخطر ليش ما توقفون تطعيم الأطفال و قد ثبت أن كورونا لا تؤذيهم بينما التطعيم احتمال أضعاف إن يؤذي صحتهم🤨,Covid Vaccine,Against,1,A_Explicit,,,No,1,Negative,1,2021-11-18 11:33:40+00:00,18/11/2021
132,MENTION MENTION نفس فكره تطعيم الانفلونزا تاخذيه علشان تجيك الاعراض خفيفه وم تطيحك وتقوى مناعتك .. كدا لقاح كورونا يقوي مناعتك,Covid Vaccine,Favor,0.5176,,F_Explicit,,No,1,Positive,0.8857,2021-06-05 15:59:05+00:00,05/06/2021
133,"ربط وزراة الصحة مع شركة ( التعاونية) عن طريق منصة ( نفيس ) وبجميع شركات التامين  تعزيزًا لإدارة عمليات التأمين الصحي.. في إطار التحول الرقمي ""التعاونية"" تستكمل الربط الإلكتروني",Digital Transformation,Favor,0.7393,,F_Explicit,,No,1,Neutral,0.7185,2021-10-24 14:52:02+00:00,24/10/2021
134,      كما ذكرت  هذا التحول التقني (لا) بد أن يواكبه تحول على مستوى العقول,Digital Transformation,None,0.7448,,,Not clear,No,1,Neutral,0.5907,2022-05-05 18:50:28+00:00,05/05/2022
135,التحول الالكتروني أصبح مطلب أساسي URL,Digital Transformation,Favor,1,,F_Explicit,,No,1,Positive,0.5611,2021-02-28 11:30:14+00:00,28/02/2021
137, لايوجد صياح ولكن يوجد دهشة في انتكاس الفطرة التي خلقنا الله عليها. من سيفتح البيوت وينفق عليها اذا كان الرجل عاطل بسبب تمكين المرأة للعمل ومن سيربي الأجيال ويرعاها اذا كانت المرأة مشغولة خارج منزلها. حديثي للمرأة التي تعمل دون الحاجة الملحة جداً ,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2021-03-05 08:47:06+00:00,05/03/2021
138," اذا عرفتي الدور الحقيقي للرجل والمرأة في المجتمع ستدركين ان ماتطلبينه مخالف لذلك الدور.. رأينا تمكين المرأة في الغرب، وبعض دول الشرق، ماذا كانت النتائج !!. هل تمكينك للعمل في مجالات لا تناسبك سيجعلك تفتحين بيت وتتحملين معيشة اسرة من الألف الى الي",Women empowerment,Against,1,A_Explicit,,,No,1,Negative,0.7649,2021-03-05 10:35:41+00:00,05/03/2021
139,"  للحوار اداب وثقافة، احد مخرجات تمكين المرأة المزعوم هو تطاولها وخروجها عن المألوف في النقاشات والتي يستحي الرجل العاقل ان يقوم بها. تمكين المرأة للعمل في مجال تخصصها امر مقبول، اما مخالطة المرأة للرجل في مجال العمل فهذا منهي عنه شرعاً ول",Women empowerment,Against,1,A_Explicit,,,No,1,Negative,0.7518,2021-03-07 12:39:38+00:00,07/03/2021
140,  ردود العقلاء تتطابق في توجهاتها. تمكين المرأة في مجالات لاتتناسب مع طبيعتها وتهميش الرجل المسؤول عن القوامة وفتح البيوت لا يقبله عقل أو منطق. كيف سيتم بناء الاُسر اذا زوج المستقبل والزوج الحالي عاطل عن العمل بسبب تمكين المرأة في مجالات,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,1,2021-03-08 18:24:09+00:00,08/03/2021
141,MENTION الأسباب المذكورة كانت موجودة منذ قرون ولم تكن حالات الطلاق بهذا الكم الهائل. ننظر للمستجدات والتغيرات التي طرأت على المجتمع ونربطها بأسباب ارتفاع حالات الطلاق واهم نقطة هي منح المرأة الحرية المطلقة مما منحها الأستقلالية التامة وهذا ادى الى كوارث اجتماعية سببها قرارات تمكين المرأة,Women empowerment,Against,1,A_Explicit,,,No,1,Negative,0.7738,2022-02-05 16:49:57+00:00,05/02/2022
